Artist_Group,Artist,Title,QR_Code,Released,Record_Case
Eagles,Eagles,"Take It To The Limit / Best Of My Love",https://www.discogs.com/release/1593659,1976,"7"" - Retro - 01"
"Earl Thomas Conley","Earl Thomas Conley","Don't Make It Easy For Me",https://www.discogs.com/release/5674305,1983,"7"" - Archive 02"
"Earth, Wind & Fire","Earth, Wind & Fire","After The Love Has Gone",https://www.discogs.com/release/518460,1979,"7"" - Playlist - 02"
"Earth, Wind & Fire","Earth, Wind & Fire","Fall In Love With Me",https://www.discogs.com/release/4535373,1982,"7"" - Archive 02"
"Earth, Wind & Fire","Earth, Wind & Fire","Fantasy ",https://www.discogs.com/release/1256469,1978,"7"" - Playlist - 02"
"Earth, Wind & Fire","Earth, Wind & Fire","Got To Get You Into My Life",https://www.discogs.com/release/1881483,1978,"7"" - Playlist - 02"
"Earth, Wind & Fire","Earth, Wind & Fire","I've Had Enough",https://www.discogs.com/release/1811220,1981,"7"" - Archive 02"
"Earth, Wind & Fire","Earth, Wind & Fire","In The Stone",https://www.discogs.com/release/1593642,1979,"7"" - Archive 02"
"Earth, Wind & Fire","Earth, Wind & Fire","Let Me Talk",https://www.discogs.com/release/2028690,1980,"7"" - Archive 02"
"Earth, Wind & Fire","Earth, Wind & Fire","Let's Groove",https://www.discogs.com/release/1261142,1981,"7"" - Playlist - 02"
"Earth, Wind & Fire","Earth, Wind & Fire","Saturday Nite",https://www.discogs.com/release/14948728,1976,"7"" - Archive 02"
"Earth, Wind & Fire","Earth, Wind & Fire",September,https://www.discogs.com/release/14894754,1978,"7"" - Playlist - 02"
"Earth, Wind & Fire","Earth, Wind & Fire","Shining Star",https://www.discogs.com/release/8997847,1975,"7"" - Playlist - 02"
"Earth, Wind & Fire","Earth, Wind & Fire","Sing A Song / That's The Way Of The World / Shinin' Star (Live) / Biyo",https://www.discogs.com/release/2386205,1976,"7"" - Archive 02"
"Earth, Wind & Fire","Earth, Wind & Fire",Star,https://www.discogs.com/release/1129991,1979,"7"" - Playlist - 02"
"Earth, Wind & Fire","Earth, Wind & Fire",Touch,https://www.discogs.com/release/9759001,1983,"7"" - Archive 02"
"Earth, Wind & Fire","Earth, Wind & Fire With The Emotions","Boogie Wonderland",https://www.discogs.com/release/4672593,1979,"7"" - Playlist - 02"
"Eartha Kitt","Eartha Kitt","I Want To Be Evil",https://www.discogs.com/release/6686693,1958,"7"" - Archive 02"
"Eartha Kitt","Eartha Kitt","Where Is My Man",https://www.discogs.com/release/517998,1983,"7"" - Archive 02"
"East Of Eden","East Of Eden",Jig-A-Jig,https://www.discogs.com/release/5520681,1971,"7"" - Archive 02"
"Eastside Connection","Eastside Connection","You're So Right For Me",https://www.discogs.com/release/1075933,1978,"7"" - Archive 02"
"Easy Street","Easy Street","Love At Breakfast",https://www.discogs.com/release/7504086,1977,"7"" - Archive 02"
"Echo & The Bunnymen","Echo & The Bunnymen","Bring On The Dancing Horses",https://www.discogs.com/release/575999,1985,"7"" - Playlist - 02"
"Echo & The Bunnymen","Echo & The Bunnymen","Never Stop",https://www.discogs.com/release/485645,1983,"7"" - Playlist - 02"
"Echo & The Bunnymen","Echo & The Bunnymen","People Are Strange",https://www.discogs.com/release/485648,1988,"7"" - Playlist - 02"
"Echo & The Bunnymen","Echo & The Bunnymen","Seven Seas",https://www.discogs.com/release/8808655,1984,"7"" - Playlist - 02"
"Echo & The Bunnymen","Echo & The Bunnymen","The Back Of Love",https://www.discogs.com/release/376449,1982,"7"" - Playlist - 02"
"Echo & The Bunnymen","Echo & The Bunnymen","The Cutter",https://www.discogs.com/release/576002,1983,"7"" - Playlist - 02"
"Echo & The Bunnymen","Echo & The Bunnymen","The Killing Moon",https://www.discogs.com/release/8579893,1984,"7"" - Playlist - 02"
"Eddie And The Hot Rods","Eddie And The Hot Rods","Do Anything You Wanna Do",https://www.discogs.com/release/6076165,1977,"7"" - Playlist - 02"
"Eddie And The Hot Rods","Eddie And The Hot Rods","I Might Be Lying",https://www.discogs.com/release/13241775,1977,"7"" - Archive 02"
"Eddie And The Hot Rods","Eddie And The Hot Rods","Live At The Marquee",https://www.discogs.com/release/11936900,1976,"7"" - Playlist - 02"
"Eddie And The Hot Rods","Eddie And The Hot Rods","Quit This Town",https://www.discogs.com/release/8044726,1977,"7"" - Archive 02"
"Eddie Cochran","Eddie Cochran","C'Mon Everybody",https://www.discogs.com/release/474732,1988,"7"" - Retro - 01"
"Eddie Cochran","Eddie Cochran","Summertime Blues / Cut Across Shorty",https://www.discogs.com/release/3666280,1972,"7"" - Retro - 01"
"Eddie Drennon & The B.B.S. Unlimited","Eddie Drennon & The B.B.S. Unlimited","Let's Do The Latin Hustle",https://www.discogs.com/release/3938660,1976,"7"" - Archive 02"
"Eddie Rabbitt","Eddie Rabbitt","Every Which Way But Loose",https://www.discogs.com/release/3602371,"","7"" - Archive 02"
"Eddy & The Soulband","Eddy & The Soulband","Theme From Shaft",https://www.discogs.com/release/1021533,1985,"7"" - Archive 02"
"Eddy Arnold","Eddy Arnold","Make The World Go Away",https://www.discogs.com/release/10923262,1965,"7"" - Archive 02"
"Eddy Grant","Eddy Grant","Can't Get Enough Of You",https://www.discogs.com/release/23860943,1981,"7"" - Archive 02"
"Eddy Grant","Eddy Grant","Do You Feel My Love",https://www.discogs.com/release/1369949,1980,"7"" - Archive 02"
"Eddy Grant","Eddy Grant","Electric Avenue",https://www.discogs.com/release/3940277,1983,"7"" - Playlist - 02"
"Eddy Grant","Eddy Grant","Gimme Hope Jo'Anna",https://www.discogs.com/release/611589,1988,"7"" - Playlist - 02"
"Eddy Grant","Eddy Grant","I Don't Wanna Dance",https://www.discogs.com/release/10059458,1982,"7"" - Playlist - 02"
"Eddy Grant","Eddy Grant","I Love You Yes, I Love You",https://www.discogs.com/release/1548692,1981,"7"" - Archive 02"
"Eddy Grant","Eddy Grant","Living On The Frontline",https://www.discogs.com/release/7502087,1979,"7"" - Archive 02"
"Eddy Grant","Eddy Grant","War Party",https://www.discogs.com/release/1997670,1982,"7"" - Archive 02"
Edelweiss,Edelweiss,"A Sound Attack Straight From The Alps",https://www.discogs.com/release/1056108,1988,"7"" - Archive 02"
"Eden Kane","Eden Kane","Boys Cry",https://www.discogs.com/release/18626992,1964,"7"" - Archive 02"
"Eden Kane","Eden Kane","Get Lost",https://www.discogs.com/release/540998,1961,"7"" - Archive 02"
"Edgar Winter Group","Edgar Winter Group",Frankenstein,https://www.discogs.com/release/13338692,"","7"" - Archive 02"
"Edie Brickell & New Bohemians","Edie Brickell & New Bohemians","What I Am",https://www.discogs.com/release/4196376,1989,"7"" - Playlist - 02"
"Edison Lighthouse","Edison Lighthouse","Love Grows (Where My Rosemary Goes)",https://www.discogs.com/release/15293655,1970,"7"" - Retro - 01"
"Edith Piaf","Edith Piaf","Milord / Je Sais Comment",https://www.discogs.com/release/5995821,1959,"7"" - Archive 02"
"Edmund Hockridge With Bill Shepherd 's Northern Orchestra","Edmund Hockridge With Bill Shepherd 's Northern Orchestra","A Selection From The M.G.M. Picture ""Gigi""",https://www.discogs.com/release/4494514,1959,"7"" - Archive 02"
"Edwin Hawkins Singers","Edwin Hawkins Singers","Oh Happy Day",https://www.discogs.com/release/1741740,1969,"7"" - Retro - 01"
"Edwin Starr","Edwin Starr","Contact ",https://www.discogs.com/release/214583,1978,"7"" - Playlist - 02"
"Edwin Starr","Edwin Starr","H.A.P.P.Y. Radio",https://www.discogs.com/release/3638726,1979,"7"" - Playlist - 02"
"Edwin Starr","Edwin Starr",War,https://www.discogs.com/release/611576,1970,"7"" - Playlist - 02"
"Egton Runners","Egton Runners","Won't Somebody Play My Record",https://www.discogs.com/release/8658603,1979,"7"" - Novelty"
"Eighth Wonder","Eighth Wonder","Cross My Heart",https://www.discogs.com/release/3748166,1988,"7"" - Archive 02"
"Eighth Wonder","Eighth Wonder","I'm Not Scared",https://www.discogs.com/release/219395,1988,"7"" - Archive 02"
"Elaine Paige","Elaine Paige",Memory,https://www.discogs.com/release/1177360,1981,"7"" - Archive 02"
"Elaine Paige And Barbara Dickson","Elaine Paige And Barbara Dickson","I Know Him So Well",https://www.discogs.com/release/15881114,1984,"7"" - Archive 02"
"Electric Light Orchestra","Electric Light Orchestra","10538 Overture",https://www.discogs.com/release/4076834,1972,"7"" - Retro - 01"
"Electric Light Orchestra","Electric Light Orchestra","All Over The World",https://www.discogs.com/release/1753190,1980,"7"" - Playlist - 02"
"Electric Light Orchestra","Electric Light Orchestra","Can't Get It Out Of My Head",https://www.discogs.com/release/3562580,1978,"7"" - Playlist - 02"
"Electric Light Orchestra","Electric Light Orchestra","Don't Bring Me Down",https://www.discogs.com/release/2981072,1979,"7"" - Playlist - 02"
"Electric Light Orchestra","Electric Light Orchestra","Don't Walk Away",https://www.discogs.com/release/6870533,1980,"7"" - Playlist - 02"
"Electric Light Orchestra","Electric Light Orchestra","Evil Woman",https://www.discogs.com/release/1144611,1975,"7"" - Playlist - 02"
"Electric Light Orchestra","Electric Light Orchestra","Hold On Tight",https://www.discogs.com/release/15668944,1981,"7"" - Playlist - 02"
"Electric Light Orchestra","Electric Light Orchestra","I'm Alive",https://www.discogs.com/release/15203108,1980,"7"" - Retro - 01"
"Electric Light Orchestra","Electric Light Orchestra","Livin' Thing",https://www.discogs.com/release/13146348,1976,"7"" - Playlist - 02"
"Electric Light Orchestra","Electric Light Orchestra","Ma-Ma-Ma Belle",https://www.discogs.com/release/1774560,1974,"7"" - Retro - 01"
"Electric Light Orchestra","Electric Light Orchestra","Mr. Blue Sky",https://www.discogs.com/release/3848832,1978,"7"" - Playlist - 02"
"Electric Light Orchestra","Electric Light Orchestra",Rockaria!,https://www.discogs.com/release/14397695,1977,"7"" - Retro - 01"
"Electric Light Orchestra","Electric Light Orchestra","Roll Over Beethoven",https://www.discogs.com/release/5596405,1973,"7"" - Retro - 01"
"Electric Light Orchestra","Electric Light Orchestra","Shine A Little Love",https://www.discogs.com/release/5843981,1979,"7"" - Retro - 01"
"Electric Light Orchestra","Electric Light Orchestra",Showdown,https://www.discogs.com/release/966320,1973,"7"" - Retro - 01"
"Electric Light Orchestra","Electric Light Orchestra","Sweet Talkin' Woman",https://www.discogs.com/release/2840203,1978,"7"" - Playlist - 02"
"Electric Light Orchestra","Electric Light Orchestra","Telephone Line",https://www.discogs.com/release/1520013,1977,"7"" - Playlist - 02"
"Electric Light Orchestra","Electric Light Orchestra","The Diary Of Horace Wimp",https://www.discogs.com/release/472005,1979,"7"" - Playlist - 02"
"Electric Light Orchestra","Electric Light Orchestra","The ELO EP",https://www.discogs.com/release/472009,1978,"7"" - Retro - 01"
"Electric Light Orchestra","Electric Light Orchestra","Turn To Stone",https://www.discogs.com/release/11742228,1977,"7"" - Playlist - 02"
"Electric Light Orchestra","Electric Light Orchestra","Wild West Hero",https://www.discogs.com/release/7341694,1978,"7"" - Playlist - 02"
"Electro Gnomes","Electro Gnomes","The Electric Gnome Dance",https://www.discogs.com/release/1243777,1982,"7"" - Novelty"
Electronic,Electronic,"Getting Away With It...",https://www.discogs.com/release/1188640,1989,"7"" - Playlist - 02"
"Elkie Brooks","Elkie Brooks","Don't Cry Out Loud",https://www.discogs.com/release/5769175,1978,"7"" - Retro - 01"
"Elkie Brooks","Elkie Brooks","Lilac Wine",https://www.discogs.com/release/1835293,1978,"7"" - Retro - 01"
"Elkie Brooks","Elkie Brooks","No More The Fool",https://www.discogs.com/release/1897351,1986,"7"" - Retro - 01"
"Elkie Brooks","Elkie Brooks","Pearl's A Singer",https://www.discogs.com/release/10441991,1977,"7"" - Retro - 01"
"Elkie Brooks","Elkie Brooks","Sunshine After The Rain",https://www.discogs.com/release/15089704,1977,"7"" - Retro - 01"
"Elton John","Elton John","Benny And The Jets",https://www.discogs.com/release/1732971,1976,"7"" - Playlist - 02"
"Elton John","Elton John","Blue Eyes",https://www.discogs.com/release/1025010,1982,"7"" - Playlist - 02"
"Elton John","Elton John","Candle In The Wind",https://www.discogs.com/release/2360558,1987,"7"" - Playlist - 02"
"Elton John","Elton John","Crazy Water",https://www.discogs.com/release/4904961,1977,"7"" - Archive 02"
"Elton John","Elton John","Crocodile Rock",https://www.discogs.com/release/21423208,1972,"7"" - Playlist - 02"
"Elton John","Elton John",Daniel,https://www.discogs.com/release/15378356,1973,"7"" - Retro - 01"
"Elton John","Elton John","Don't Let The Sun Go Down On Me",https://www.discogs.com/release/15368946,1974,"7"" - Playlist - 02"
"Elton John","Elton John","Goodbye Yellow Brick Road",https://www.discogs.com/release/1811039,1973,"7"" - Playlist - 02"
"Elton John","Elton John","I Guess That's Why They Call It The Blues",https://www.discogs.com/release/2903375,1983,"7"" - Retro - 01"
"Elton John","Elton John","I'm Still Standing",https://www.discogs.com/release/1505147,1983,"7"" - Playlist - 02"
"Elton John","Elton John","Island Girl",https://www.discogs.com/release/9663253,1975,"7"" - Retro - 01"
"Elton John","Elton John","Kiss The Bride",https://www.discogs.com/release/2060684,1983,"7"" - Playlist - 02"
"Elton John","Elton John","Lady Samantha / Skyline Pigeon",https://www.discogs.com/release/4426469,1978,"7"" - Archive 02"
"Elton John","Elton John","Lucy In The Sky With Diamonds",https://www.discogs.com/release/2747649,1974,"7"" - Retro - 01"
"Elton John","Elton John",Nikita,https://www.discogs.com/release/735014,1985,"7"" - Playlist - 02"
"Elton John","Elton John","Part Time Love",https://www.discogs.com/release/4390703,1978,"7"" - Playlist - 02"
"Elton John","Elton John",Passengers,https://www.discogs.com/release/13816630,1984,"7"" - Playlist - 02"
"Elton John","Elton John","Pinball Wizard",https://www.discogs.com/release/4556259,1975,"7"" - Retro - 01"
"Elton John","Elton John","Rocket Man (I Think It's Going To Be A Long Long Time)",https://www.discogs.com/release/16009033,1972,"7"" - Playlist - 02"
"Elton John","Elton John","Sacrifice / Healing Hands",https://www.discogs.com/release/383769,1990,"7"" - Playlist - 02"
"Elton John","Elton John","Sad Songs (Say So Much)",https://www.discogs.com/release/1543511,1984,"7"" - Playlist - 02"
"Elton John","Elton John","Saturday Night's Alright For Fighting",https://www.discogs.com/release/475284,1973,"7"" - Playlist - 02"
"Elton John","Elton John","Someone Saved My Life Tonight",https://www.discogs.com/release/4537089,1975,"7"" - Retro - 01"
"Elton John","Elton John","Song For Guy",https://www.discogs.com/release/710720,1978,"7"" - Playlist - 02"
"Elton John","Elton John","Sorry Seems To Be The Hardest Word",https://www.discogs.com/release/7035767,1976,"7"" - Playlist - 02"
"Elton John","Elton John","Step Into Christmas",https://www.discogs.com/release/6278544,1973,"7"" - Holiday"
"Elton John","Elton John","The Bitch Is Back",https://www.discogs.com/release/1604909,1974,"7"" - Playlist - 02"
"Elton John","Elton John","The One",https://www.discogs.com/release/4430824,1992,"7"" - Archive 02"
"Elton John","Elton John & Kiki Dee","Don't Go Breaking My Heart",https://www.discogs.com/release/2154164,1976,"7"" - Playlist - 02"
"Elton John","Elton John / Kiki Dee","Bite Your Lip (Get Up And Dance)",https://www.discogs.com/release/2389985,1977,"7"" - Archive 02"
"Elton John","Elton John Band","Philadelphia Freedom",https://www.discogs.com/release/4537323,1975,"7"" - Playlist - 02"
"Elton Motello","Elton Motello","Jet Boy Jet Girl / Pogo Pogo",https://www.discogs.com/release/1871319,1978,"7"" - Playlist - 02"
"Elvis Costello","Elvis Costello","New Amsterdam / Dr Luther's Assistant",https://www.discogs.com/release/828497,1980,"7"" - Archive 02"
"Elvis Costello & The Attractions","Elvis Costello","Watching The Detectives",https://www.discogs.com/release/668929,1977,"7"" - Playlist - 02"
"Elvis Costello & The Attractions","Elvis Costello & The Attractions","(I Don't Want To Go To) Chelsea",https://www.discogs.com/release/9990012,1978,"7"" - Playlist - 02"
"Elvis Costello & The Attractions","Elvis Costello & The Attractions","Accidents Will Happen",https://www.discogs.com/release/6829664,1979,"7"" - Playlist - 02"
"Elvis Costello & The Attractions","Elvis Costello & The Attractions","Good Year For The Roses",https://www.discogs.com/release/11882275,1981,"7"" - Playlist - 02"
"Elvis Costello & The Attractions","Elvis Costello & The Attractions","High Fidelity",https://www.discogs.com/release/2506764,1980,"7"" - Playlist - 02"
"Elvis Costello & The Attractions","Elvis Costello & The Attractions","I Can't Stand Up For Falling Down",https://www.discogs.com/release/536843,1980,"7"" - Playlist - 02"
"Elvis Costello & The Attractions","Elvis Costello & The Attractions","I Wanna Be Loved",https://www.discogs.com/release/1159614,1984,"7"" - Archive 02"
"Elvis Costello & The Attractions","Elvis Costello & The Attractions","Oliver's Army",https://www.discogs.com/release/5409039,1979,"7"" - Playlist - 02"
"Elvis Costello & The Attractions","Elvis Costello & The Attractions","Pump It Up",https://www.discogs.com/release/418914,1978,"7"" - Playlist - 02"
